VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,PULocationID,DOLocationID
1,2/13/2016 13:32,2/13/2016 13:39,1,0.8,-73.95671844,40.77150726,1,Y,-73.96873474,40.77007294,2,6,0,0.5,0,0,0.3,6.8,,
1,2/29/2016 10:40,2/29/2016 11:43,1,10.4,-73.8627243,40.76907349,1,Y,-73.98577118,40.75734329,1,44,0,0.5,12.55,5.54,0.3,62.89,,
1,2/14/2016 12:53,2/14/2016 13:01,1,1.5,-73.97264862,40.78087234,1,Y,-73.95883179,40.78347015,2,7.5,0,0.5,0,0,0.3,8.3,,
1,2/1/2016 9:56,2/1/2016 10:16,1,2.9,-73.96253967,40.77233124,1,Y,-73.96620178,40.80466461,1,15,0,0.5,3.15,0,0.3,18.95,,
1,2/8/2016 20:05,2/8/2016 20:10,1,1.1,-73.97524261,40.76527405,1,Y,-73.96336365,40.77529907,2,6,0.5,0.5,0,0,0.3,7.3,,
1,2/14/2016 1:33,2/14/2016 1:37,1,1.2,-73.99887085,40.72307587,1,Y,-74.01150513,40.70860291,2,5.5,0.5,0.5,0,0,0.3,6.8,,
1,2/14/2016 22:32,2/14/2016 22:46,1,3.2,-73.98413086,40.72528458,1,Y,-73.94282532,40.70743942,1,13.5,0,0.5,2.85,0,0.3,17.15,,
1,2/25/2016 16:29,2/25/2016 17:17,1,9.2,-73.98155212,40.75907135,1,Y,-73.87093353,40.77416611,1,34,1,0.5,8.25,5.54,0.3,49.59,,
1,2/26/2016 6:42,2/26/2016 6:47,1,1,-73.98978424,40.76720047,1,Y,-74.00266266,40.76060486,1,6,0,0.5,1.35,0,0.3,8.15,,
1,2/19/2016 14:57,2/19/2016 15:33,1,4.3,-73.99172974,40.74477386,1,Y,-73.95894623,40.72853088,1,23.5,0,0.5,5.95,5.54,0.3,35.79,,
1,2/3/2016 14:55,2/3/2016 15:16,1,4.6,-73.99002075,40.7341156,1,Y,-74.00741577,40.70311737,2,18.5,0,0.5,0,0,0.3,19.3,,
1,2/12/2016 8:16,2/12/2016 8:32,1,2.8,-73.98632813,40.74024963,1,Y,-74.01155853,40.71424484,2,12.5,0,0.5,0,0,0.3,13.3,,
1,2/25/2016 17:32,2/25/2016 17:40,1,1.2,-73.9932785,40.75870132,1,Y,-74.00150299,40.74412918,1,7,1,0.5,2.2,0,0.3,11,,
1,2/12/2016 14:42,2/12/2016 15:28,1,11.2,-73.8637085,40.76984024,1,Y,-73.99462128,40.69405365,2,35,0,0.5,0,0,0.3,35.8,,
1,2/25/2016 19:44,2/25/2016 20:21,1,3.7,-73.97486877,40.75820541,1,Y,-74.00531769,40.74059677,2,21,1,0.5,0,0,0.3,22.8,,
1,2/10/2016 18:35,2/10/2016 18:50,1,1,-73.95094299,40.771698,1,Y,-73.96880341,40.7682457,4,2.5,1,0.5,0,0,0.3,4.3,,
1,2/7/2016 6:04,2/7/2016 6:11,1,2.5,-73.98391724,40.75492477,1,Y,-73.98448944,40.727314,1,9,0.5,0.5,2.05,0,0.3,12.35,,
1,2/11/2016 13:34,2/11/2016 13:48,1,1.6,-73.98183441,40.7675705,1,Y,-73.97441864,40.75085449,1,10.5,0,0.5,2.25,0,0.3,13.55,,
1,2/10/2016 6:30,2/10/2016 7:52,1,16.8,-73.7902298,40.64676666,2,Y,-73.97366333,40.75642014,1,52,0,0.5,14.55,5.54,0.3,72.89,,
1,2/24/2016 19:55,2/24/2016 20:14,2,5.8,-73.98526001,40.77425766,1,Y,-73.97901917,40.71375656,1,19,1,0.5,2,0,0.3,22.8,,
1,2/25/2016 17:45,2/25/2016 17:59,1,1.4,-73.99376678,40.74150848,1,Y,-73.9889679,40.75840378,2,10,1,0.5,0,0,0.3,11.8,,
1,2/13/2016 1:27,2/13/2016 1:40,1,3.1,-73.99050903,40.73493576,1,Y,-74.016716,40.70824432,2,12,0.5,0.5,0,0,0.3,13.3,,
1,2/1/2016 11:31,2/1/2016 11:46,1,1.3,-74.00289154,40.73348618,1,Y,-74.00289154,40.73348618,1,10.5,0,0.5,2.26,0,0.3,13.56,,
1,2/13/2016 17:05,2/13/2016 17:18,1,2.6,-73.98735809,40.71845245,1,Y,-73.95950317,40.71362686,1,12,0,0.5,2.55,0,0.3,15.35,,
1,2/17/2016 18:19,2/17/2016 18:36,2,2.3,-73.96069336,40.77590942,1,Y,-73.97212219,40.75072479,2,12,1,0.5,0,0,0.3,13.8,,
1,2/14/2016 3:17,2/14/2016 3:27,1,2.4,-73.97773743,40.72587204,1,Y,-73.97120667,40.75134277,1,10,0.5,0.5,2.19,0,0.3,13.49,,
1,2/3/2016 17:23,2/3/2016 19:23,0,0,-73.9821701,40.77307892,99,Y,0,0,1,0,0,0,0,0,0,0,,
1,2/14/2016 3:12,2/14/2016 3:27,2,2.4,-73.98934937,40.71782684,1,Y,-74.00835419,40.73410034,1,12,0.5,0.5,2.65,0,0.3,15.95,,
1,2/7/2016 2:15,2/7/2016 2:26,1,2.8,-73.98741913,40.74894714,1,Y,-73.9818573,40.77962112,1,11.5,0.5,0.5,1,0,0.3,13.8,,
1,2/21/2016 15:09,2/21/2016 15:22,1,1.2,-74.00054932,40.71734619,1,Y,-73.98700714,40.72128296,2,9.5,0,0.5,0,0,0.3,10.3,,
1,2/12/2016 6:43,2/12/2016 6:54,1,2.6,-73.98406219,40.74330139,1,Y,-74.00844574,40.71989059,1,10.5,0,0.5,2.25,0,0.3,13.55,,
1,2/12/2016 17:40,2/12/2016 18:10,1,4.8,-73.98121643,40.76543427,1,Y,-73.98983002,40.7207489,4,21,1,0.5,0,0,0.3,22.8,,
1,2/19/2016 21:01,2/19/2016 21:15,1,1.8,-73.98364258,40.74391174,1,Y,-74.00627136,40.73961258,2,10,0.5,0.5,0,0,0.3,11.3,,
1,2/28/2016 5:35,2/28/2016 6:04,1,8.6,-73.98840332,40.76411819,1,Y,-73.91844177,40.68962479,2,28,0.5,0.5,0,0,0.3,29.3,,
1,2/19/2016 15:18,2/19/2016 15:22,1,0.3,-73.96576691,40.77364731,1,Y,-73.96505737,40.77489853,1,4.5,0,0.5,0,0,0.3,5.3,,
1,2/5/2016 22:47,2/5/2016 23:04,1,3.3,-73.99843597,40.71363449,99,Y,-73.96773529,40.6877327,2,0,0,0,0,0,0.3,0.3,,
1,2/9/2016 10:39,2/9/2016 10:45,2,0.6,-73.97289276,40.75909424,1,Y,-73.97613525,40.7516098,1,6,0,0.5,1,0,0.3,7.8,,
1,2/26/2016 22:14,2/26/2016 22:22,1,1.5,-74.00875854,40.71941757,1,Y,-73.99757385,40.73629379,2,7.5,0.5,0.5,0,0,0.3,8.8,,
1,2/6/2016 2:32,2/6/2016 2:46,2,1.7,-73.99676514,40.72212601,1,Y,-73.97598267,40.72854996,1,10.5,0.5,0.5,2.35,0,0.3,14.15,,
1,2/22/2016 23:13,2/22/2016 23:33,1,4.4,-73.99466705,40.74682236,1,Y,-74.01687622,40.70480347,1,18,0.5,0.5,3,0,0.3,22.3,,
1,2/14/2016 12:36,2/14/2016 12:51,1,2.1,-73.96588135,40.75861359,1,Y,-73.99217224,40.74952316,2,12,0,0.5,0,0,0.3,12.8,,
1,2/13/2016 23:57,2/14/2016 0:15,4,5.2,-73.99015808,40.68960571,1,Y,-73.98756409,40.72939301,2,19,0.5,0.5,0,0,0.3,20.3,,
1,2/15/2016 14:23,2/15/2016 15:06,1,17.2,-73.78059387,40.64618301,2,Y,-73.99131012,40.74992371,2,52,0,0.5,0,5.54,0.3,58.34,,
1,2/18/2016 21:47,2/18/2016 21:54,1,2.1,-73.97825623,40.76298141,1,Y,-73.95574951,40.78284454,1,8.5,0.5,0.5,1.95,0,0.3,11.75,,
1,2/4/2016 20:30,2/4/2016 20:44,1,4.6,-73.8710556,40.77370071,1,Y,-73.91504669,40.74455261,2,16,0.5,0.5,0,0,0.3,17.3,,
1,2/18/2016 14:22,2/18/2016 14:57,1,12,-74.00982666,40.70959854,1,Y,-73.87152863,40.774189,1,35,0,0.5,7.15,0,0.3,42.95,,
1,2/21/2016 3:29,2/21/2016 3:29,1,0,-73.98906708,40.75844193,1,Y,0,0,2,7,0.5,0.5,0,5.54,0.3,13.84,,
1,2/6/2016 1:00,2/6/2016 1:04,1,0.7,-73.9933548,40.72026825,1,Y,-74.00047302,40.7273941,1,5,0.5,0.5,1.25,0,0.3,7.55,,
1,2/19/2016 15:49,2/19/2016 16:52,1,20.9,-74.00765228,40.70485306,2,Y,-73.78943634,40.64713287,4,52,0,0.5,0,5.54,0.3,58.34,,
1,2/2/2016 8:48,2/2/2016 9:37,2,13.6,-73.86218262,40.76833725,1,Y,-73.99330139,40.7569046,2,44.5,0,0.5,0,5.54,0.3,50.84,,
1,2/10/2016 11:30,2/10/2016 11:57,1,2.8,-74.00547028,40.75074768,1,Y,-73.97252655,40.76282501,1,17.5,0,0.5,3.65,0,0.3,21.95,,
1,2/15/2016 8:53,2/15/2016 8:58,1,0.8,-73.99356079,40.7476387,1,Y,-74.0063858,40.74940872,1,5.5,0,0.5,1.25,0,0.3,7.55,,
1,2/8/2016 12:10,2/8/2016 12:14,1,0.2,-73.96916962,40.75832367,1,Y,-73.96650696,40.75860977,2,4,0,0.5,0,0,0.3,4.8,,
1,2/14/2016 22:27,2/14/2016 22:32,2,1.2,-73.99308014,40.74232483,1,Y,-74.00389862,40.73822784,1,6,0.5,0.5,1.8,0,0.3,9.1,,
1,2/11/2016 23:13,2/11/2016 23:22,1,1.6,-73.98384857,40.74349213,1,Y,-74.0054245,40.73828506,1,8.5,0.5,0.5,1.96,0,0.3,11.76,,
1,2/7/2016 22:44,2/7/2016 22:57,2,3.4,-73.97705078,40.77695084,1,Y,-73.95677948,40.80231094,1,12.5,0.5,0.5,2.75,0,0.3,16.55,,
1,2/25/2016 7:31,2/25/2016 7:37,1,1,-73.97338867,40.74855042,1,Y,-73.98497772,40.74508286,1,6,0,0.5,1,0,0.3,7.8,,
1,2/16/2016 16:23,2/16/2016 16:26,1,0.3,-73.98490906,40.74211884,1,Y,-73.98926544,40.74482346,1,3.5,1,0.5,1.3,0,0.3,6.6,,
1,2/17/2016 2:09,2/17/2016 2:17,1,2.1,-73.99494934,40.76528168,1,Y,-74.00933075,40.73797226,2,8.5,0.5,0.5,0,0,0.3,9.8,,
1,2/3/2016 14:38,2/3/2016 14:55,1,1.7,-73.98512268,40.7389679,1,Y,-73.98885345,40.71931839,1,12,0,0.5,2.55,0,0.3,15.35,,
1,2/10/2016 21:47,2/10/2016 21:57,1,2.3,-73.9889679,40.75845337,1,Y,-73.97022247,40.78822327,1,10.5,0.5,0.5,2,0,0.3,13.8,,
1,2/9/2016 18:43,2/9/2016 19:00,4,2.4,-73.99674988,40.72972488,1,Y,-73.99766541,40.75645065,2,12,1,0.5,0,0,0.3,13.8,,
1,2/13/2016 16:51,2/13/2016 16:52,1,0.2,-73.99766541,40.72584915,1,Y,-74.00067902,40.7274437,1,3,0,0.5,1,0,0.3,4.8,,
1,2/15/2016 12:03,2/15/2016 12:15,3,1.8,-74.0056076,40.73686981,1,Y,-73.99671173,40.75219727,2,10,0,0.5,0,0,0.3,10.8,,
1,2/13/2016 23:34,2/13/2016 23:38,1,1.2,-73.98477173,40.77403259,1,Y,-73.97239685,40.78643417,2,6,0.5,0.5,0,0,0.3,7.3,,
1,2/2/2016 13:48,2/2/2016 14:15,2,9.6,-73.87297821,40.7741394,1,Y,-73.99786377,40.74131775,2,30.5,0,0.5,0,5.54,0.3,36.84,,
1,2/2/2016 10:14,2/2/2016 10:49,1,11.7,-73.86372375,40.76994324,1,Y,-73.97715759,40.7546196,2,38.5,0,0.5,0,5.54,0.3,44.84,,
1,2/17/2016 9:40,2/17/2016 9:51,1,0.7,-74.00184631,40.73490906,1,Y,-74.00704956,40.72517776,1,8,0,0.5,1.75,0,0.3,10.55,,
1,2/21/2016 11:17,2/21/2016 11:28,1,1.6,-73.99752808,40.74470901,1,Y,-73.97850037,40.75229263,1,9,0,0.5,1.95,0,0.3,11.75,,
1,2/4/2016 7:46,2/4/2016 7:51,1,0.7,-73.99407959,40.75119781,1,Y,-73.98518372,40.75314331,2,5.5,0,0.5,0,0,0.3,6.3,,
1,2/2/2016 9:36,2/2/2016 9:57,1,2.8,-74.00865936,40.71916962,1,Y,-73.99038696,40.75637436,2,15,0,0.5,0,0,0.3,15.8,,
1,2/15/2016 9:41,2/15/2016 9:54,1,1.5,0,0,1,Y,0,0,2,10,0,0.5,0,0,0.3,10.8,,
1,2/18/2016 11:09,2/18/2016 11:16,1,0.6,-73.95981598,40.77368546,1,Y,-73.95077515,40.77080536,2,6,0,0.5,0,0,0.3,6.8,,
1,2/25/2016 6:55,2/25/2016 7:49,1,11.4,-73.88527679,40.77305603,1,Y,-74.01170349,40.72210312,2,2.5,0,0.5,0,5.54,0.3,8.84,,
1,2/9/2016 9:07,2/9/2016 9:30,1,5,-73.99999237,40.76173019,1,Y,-74.00841522,40.70386887,1,19,0,0.5,2.25,0,0.3,22.05,,
1,2/7/2016 16:13,2/7/2016 16:26,1,2.5,-73.96672821,40.79384995,1,Y,-73.94174957,40.81539154,1,11.5,0,0.5,3.08,0,0.3,15.38,,
1,2/2/2016 9:08,2/2/2016 9:28,2,2.7,-73.95236969,40.76881409,1,Y,-73.93820953,40.74962997,1,14.5,0,0.5,0,0,0.3,15.3,,
1,2/17/2016 16:00,2/17/2016 16:12,1,0.7,-74.0059433,40.75017166,1,Y,-73.99700928,40.74387741,1,8,1,0.5,1.95,0,0.3,11.75,,
1,2/16/2016 17:28,2/16/2016 17:48,1,2,-73.98653412,40.76684189,1,Y,-73.98743439,40.74492645,1,14,1,0.5,3.15,0,0.3,18.95,,
1,2/28/2016 12:36,2/28/2016 12:43,1,0.9,-73.98780823,40.72279358,1,Y,-74.00338745,40.7287674,1,6.5,0,0.5,1,0,0.3,8.3,,
1,2/17/2016 1:03,2/17/2016 1:08,1,2,-73.97196198,40.75415802,1,Y,-73.95275879,40.77650452,2,7.5,0.5,0.5,0,0,0.3,8.8,,
1,2/24/2016 17:59,2/24/2016 18:22,2,3.5,-73.98860168,40.77419662,1,Y,-73.94451904,40.78824615,2,17,1,0.5,0,0,0.3,18.8,,
1,2/15/2016 22:32,2/15/2016 22:50,2,2.9,-73.98867035,40.73827744,1,Y,-74.00637054,40.73953629,1,13.5,0.5,0.5,1.4,0,0.3,16.2,,
1,2/27/2016 19:13,2/27/2016 19:20,1,1,-73.99375916,40.74663544,1,Y,-74.00275421,40.7336235,2,6.5,0,0.5,0,0,0.3,7.3,,
1,2/1/2016 15:25,2/1/2016 15:33,1,1,-73.98281097,40.77173996,1,Y,-73.98135376,40.78077316,2,7,0,0.5,0,0,0.3,7.8,,
1,2/14/2016 21:05,2/14/2016 21:10,2,0.8,-73.99845123,40.74547958,1,Y,-73.99316406,40.75605392,1,5.5,0.5,0.5,1.35,0,0.3,8.15,,
1,2/26/2016 17:39,2/26/2016 18:16,1,10.8,-73.86283875,40.76889038,1,Y,-73.98022461,40.72478104,1,34.5,1,0.5,9,5.54,0.3,50.84,,
1,2/25/2016 17:17,2/25/2016 17:32,2,1.6,-73.97931671,40.77328873,1,Y,-73.96534729,40.76843643,1,11,1,0.5,2.55,0,0.3,15.35,,
1,2/13/2016 4:57,2/13/2016 5:02,1,0.6,-73.99229431,40.71871185,1,Y,-73.99176788,40.72625351,1,5,0.5,0.5,1.25,0,0.3,7.55,,
1,2/4/2016 11:40,2/4/2016 12:00,1,2.7,-73.98652649,40.7716217,1,Y,-73.95116425,40.77745056,2,15,0,0.5,0,0,0.3,15.8,,
1,2/2/2016 10:58,2/2/2016 11:06,1,1.1,-73.97399139,40.74317169,1,Y,-73.97473145,40.75536346,1,7,0,0.5,1.55,0,0.3,9.35,,
1,2/22/2016 9:14,2/22/2016 9:57,1,19.5,-73.77677917,40.64524078,2,Y,-73.97486877,40.75050735,2,52,0,0.5,0,5.54,0.3,58.34,,
1,2/14/2016 12:37,2/14/2016 13:03,1,9.3,-73.86347961,40.76973343,1,Y,-73.98813629,40.74887466,1,30.5,0,0.5,6,5.54,0.3,42.84,,
1,2/17/2016 22:59,2/17/2016 23:19,1,5.3,-74.00370789,40.74827576,1,Y,-73.94734192,40.80516052,1,18,0.5,0.5,2.5,0,0.3,21.8,,
1,2/10/2016 18:27,2/10/2016 18:37,1,1.3,-74.00541687,40.75087738,1,Y,-73.9894104,40.74058914,1,7.5,1,0.5,1.85,0,0.3,11.15,,
1,2/7/2016 4:17,2/7/2016 4:34,1,6.3,-73.98727417,40.72919846,1,Y,-73.90763092,40.72727966,1,20.5,0.5,0.5,1,0,0.3,22.8,,
1,2/24/2016 22:03,2/24/2016 22:18,1,2.7,-73.98766327,40.72873306,1,Y,-73.9577179,40.71140289,1,13,0.5,0.5,2.85,0,0.3,17.15,,
1,2/13/2016 15:02,2/13/2016 15:27,1,10.4,-73.97937012,40.76157379,1,Y,-73.86146545,40.76818085,1,31.5,0,0.5,7.55,5.54,0.3,45.39,,
1,2/24/2016 10:04,2/24/2016 10:15,1,1,0,0,1,Y,0,0,2,8.5,0,0.5,0,0,0.3,9.3,,
1,2/18/2016 17:12,2/18/2016 17:17,1,0.5,-73.97447968,40.7563324,1,Y,-73.96954346,40.76311493,1,5,1,0.5,1,0,0.3,7.8,,
1,2/26/2016 16:03,2/26/2016 16:10,2,0.4,-73.99308014,40.74553299,1,Y,-73.9901123,40.74076843,1,6,1,0.5,1,0,0.3,8.8,,
1,2/6/2016 18:28,2/6/2016 18:45,1,2.7,-73.99695587,40.72238541,1,Y,-73.99203491,40.75426865,2,13,0,0.5,0,0,0.3,13.8,,
1,2/9/2016 6:18,2/9/2016 6:22,1,0.7,-73.97682953,40.75626373,1,Y,-73.97810364,40.7633934,1,5,0,0.5,1,0,0.3,6.8,,
1,2/13/2016 19:01,2/13/2016 19:05,1,0.2,-73.99920654,40.72828293,1,Y,-74.00068665,40.73077011,1,4.5,0,0.5,1,0,0.3,6.3,,
1,2/17/2016 19:39,2/17/2016 19:44,1,1.5,-73.96089935,40.77225876,1,Y,-73.94415283,40.77725983,1,6.5,1,0.5,1,0,0.3,9.3,,
1,2/14/2016 17:01,2/14/2016 17:12,1,1.4,-73.9793396,40.75313187,1,Y,-73.97221375,40.76351929,1,8.5,0,0.5,1.85,0,0.3,11.15,,
1,2/13/2016 21:50,2/13/2016 22:03,1,1.9,-74.01667786,40.70645523,1,Y,-74.00360107,40.72639084,1,10,0.5,0.5,2.25,0,0.3,13.55,,
1,2/14/2016 13:18,2/14/2016 13:30,1,0.9,-73.97187805,40.76196671,1,Y,-73.98324585,40.76264572,1,9,0,0.5,2.45,0,0.3,12.25,,
1,2/5/2016 1:08,2/5/2016 1:46,3,10.4,-73.98716736,40.72963333,1,Y,-73.94924164,40.83002853,1,35.5,0.5,0.5,7.35,0,0.3,44.15,,
1,2/2/2016 14:08,2/2/2016 14:13,1,0.9,0,0,1,Y,0,0,1,6,0,0.5,1.36,0,0.3,8.16,,
1,2/18/2016 8:05,2/18/2016 8:44,1,17.6,-73.8640976,40.76969528,1,Y,-73.9730072,40.75757217,1,50.5,0,0.5,10,5.54,0.3,66.84,,
1,2/2/2016 7:19,2/2/2016 7:39,1,9.2,-73.9905777,40.74577713,1,Y,-73.87052155,40.77388,1,27,0,0.5,5,5.54,0.3,38.34,,
1,2/2/2016 15:04,2/2/2016 15:12,1,0.8,-73.97171783,40.78218842,1,Y,-73.9619751,40.77534103,1,6.5,0,0.5,1.46,0,0.3,8.76,,
1,2/7/2016 9:29,2/7/2016 9:34,1,1.3,-73.96096802,40.79701614,1,Y,-73.97525787,40.78519821,1,6.5,0,0.5,1.7,0,0.3,9,,
1,2/6/2016 20:39,2/6/2016 20:51,1,5.2,-73.9743042,40.75030136,1,Y,-74.00784302,40.7048645,1,16.5,0.5,0.5,2,0,0.3,19.8,,
1,2/19/2016 22:32,2/19/2016 22:37,1,1.5,-73.97161865,40.78222275,1,Y,-73.96360016,40.7678299,1,6.5,0.5,0.5,1,0,0.3,8.8,,
1,2/20/2016 12:25,2/20/2016 12:34,1,1.9,-74.0090332,40.71609497,1,Y,-73.99841309,40.73806381,1,8.5,0,0.5,1.85,0,0.3,11.15,,
1,2/5/2016 18:57,2/5/2016 19:09,3,2.6,-73.94778442,40.77473831,1,Y,-73.97420502,40.75428391,2,11,1,0.5,0,0,0.3,12.8,,
1,2/7/2016 12:10,2/7/2016 12:23,2,1.6,-73.96703339,40.77231598,1,Y,-73.98439789,40.75882339,2,10.5,0,0.5,0,0,0.3,11.3,,
1,2/11/2016 7:45,2/11/2016 7:54,1,1.4,-73.95989227,40.78220367,1,Y,-73.97262573,40.76467133,1,8,0,0.5,1.75,0,0.3,10.55,,
1,2/22/2016 23:21,2/22/2016 23:25,1,1.1,-73.99990082,40.72689819,1,Y,-73.99146271,40.73499298,1,6,0.5,0.5,1.45,0,0.3,8.75,,
1,2/13/2016 12:12,2/13/2016 12:23,1,1.2,-73.98413086,40.7458725,1,Y,-74.00225067,40.75507736,1,8.5,0,0.5,1.85,0,0.3,11.15,,
1,2/11/2016 6:53,2/11/2016 7:10,1,3.2,-73.99409485,40.75146103,1,Y,-73.95549774,40.76420975,2,13.5,0,0.5,0,0,0.3,14.3,,
1,2/9/2016 23:01,2/9/2016 23:13,2,2.7,-73.98871613,40.74498749,1,Y,-73.97670746,40.77666855,2,11.5,0.5,0.5,0,0,0.3,12.8,,
1,2/14/2016 12:24,2/14/2016 12:30,1,0.6,-73.99810791,40.72258377,1,Y,-73.99988556,40.72942352,1,5.5,0,0.5,1.25,0,0.3,7.55,,
1,2/12/2016 21:50,2/12/2016 22:06,1,1.9,-73.9923172,40.73944855,1,Y,-73.98110962,40.72525024,1,12,0.5,0.5,2.65,0,0.3,15.95,,
1,2/22/2016 14:11,2/22/2016 14:19,1,1.4,-73.9775238,40.75893021,1,Y,-73.96276855,40.77251816,1,8,0,0.5,1,0,0.3,9.8,,
1,2/23/2016 13:48,2/23/2016 13:56,1,1.5,-73.98258972,40.77497864,1,Y,-73.97767639,40.79216385,1,7.5,0,0.5,1.65,0,0.3,9.95,,
1,2/10/2016 12:46,2/10/2016 12:55,1,3,-74.00830841,40.71180725,1,Y,-73.9828949,40.71849442,1,11,0,0.5,2.35,0,0.3,14.15,,
1,2/9/2016 9:03,2/9/2016 9:13,1,1.8,-73.97229004,40.79410553,1,Y,-73.95585632,40.77802277,1,9,0,0.5,2.45,0,0.3,12.25,,
1,2/12/2016 13:12,2/12/2016 13:17,1,0.7,-74.00963593,40.71510696,1,Y,-74.00474548,40.72294235,2,5.5,0,0.5,0,0,0.3,6.3,,
1,2/27/2016 1:43,2/27/2016 2:19,1,13.3,-73.99002075,40.73510742,1,Y,-73.88458252,40.87609863,2,39.5,0.5,0.5,0,0,0.3,40.8,,
1,2/7/2016 23:36,2/7/2016 23:41,1,1.6,-73.98239136,40.75208282,1,Y,-74.00060272,40.74157715,1,7,0.5,0.5,1.66,0,0.3,9.96,,
1,2/4/2016 12:49,2/4/2016 13:03,1,1.9,-73.9878006,40.76517105,1,Y,-73.98777008,40.74407959,1,11,0,0.5,2,0,0.3,13.8,,
1,2/15/2016 17:39,2/15/2016 17:47,2,0.7,-73.99220276,40.74895859,1,Y,-73.991745,40.75468826,1,6.5,0,0.5,1.8,0,0.3,9.1,,
1,2/3/2016 21:47,2/3/2016 21:55,1,1.1,-73.98406982,40.74331284,1,Y,-73.97216034,40.75294876,2,6.5,0.5,0.5,0,0,0.3,7.8,,
1,2/3/2016 10:26,2/3/2016 11:12,1,10,-73.87110901,40.77363968,1,Y,-73.9905014,40.76079941,2,37,0,0.5,0,5.54,0.3,43.34,,
1,2/26/2016 12:43,2/26/2016 12:57,1,1.5,-73.98181915,40.77407074,1,Y,-73.96774292,40.75958633,2,10.5,0,0.5,0,0,0.3,11.3,,
1,2/15/2016 9:16,2/15/2016 9:20,1,0.7,-73.97792053,40.75463867,1,Y,-73.97785187,40.76277161,1,4.5,0,0.5,3.7,0,0.3,9,,
1,2/29/2016 22:44,2/29/2016 22:51,1,1.4,-73.95670319,40.77502823,1,Y,-73.9702301,40.78434372,2,7,0.5,0.5,0,0,0.3,8.3,,
1,2/13/2016 0:25,2/13/2016 0:41,1,3,-73.99601746,40.75305557,1,Y,-73.95666504,40.76685715,1,13.5,0.5,0.5,0,0,0.3,14.8,,
1,2/16/2016 2:01,2/16/2016 2:23,1,7.7,-73.87456512,40.77407837,1,Y,-73.98422241,40.76041794,1,24.5,0.5,0.5,7.7,0,0.3,33.5,,
1,2/25/2016 18:55,2/25/2016 19:16,1,2.6,-73.97332764,40.7926712,1,Y,-73.98390198,40.76025772,1,15,1,0.5,3.35,0,0.3,20.15,,
1,2/7/2016 21:08,2/7/2016 21:26,1,5.2,-73.98271179,40.7225647,1,Y,-73.98140717,40.77763367,2,17.5,0.5,0.5,0,0,0.3,18.8,,
1,2/17/2016 11:08,2/17/2016 11:21,2,1.4,-73.98800659,40.74925232,1,Y,-73.97270203,40.76171875,2,10,0,0.5,0,0,0.3,10.8,,
1,2/12/2016 18:36,2/12/2016 18:40,1,0.4,-73.98766327,40.73252869,1,Y,-73.99485016,40.73568344,1,4.5,1,0.5,1.25,0,0.3,7.55,,
1,2/9/2016 23:34,2/10/2016 0:00,1,9.4,-73.98680115,40.76154709,1,Y,-73.84231567,40.72219849,1,29.5,0.5,0.5,6.15,0,0.3,36.95,,
1,2/3/2016 12:27,2/3/2016 12:40,2,1,-73.98458099,40.76212311,1,Y,-73.99163055,40.74974823,4,9.5,0,0.5,0,0,0.3,10.3,,
1,2/19/2016 21:56,2/19/2016 22:03,4,1.5,-73.98319244,40.76644516,1,Y,-73.97621918,40.78607941,1,7,0.5,0.5,1,0,0.3,9.3,,
1,2/13/2016 18:09,2/13/2016 18:22,1,1.6,-73.98451233,40.76044083,1,Y,-73.99048615,40.77529144,2,10,0,0.5,0,0,0.3,10.8,,
1,2/3/2016 7:28,2/3/2016 7:31,1,0.8,-73.96800995,40.80150223,1,Y,-73.97480774,40.7905426,1,4.5,0,0.5,1.05,0,0.3,6.35,,
1,2/19/2016 2:30,2/19/2016 2:36,1,0.8,-73.97232056,40.76488495,1,Y,-73.96095276,40.76136398,2,6,0.5,0.5,0,0,0.3,7.3,,
1,2/12/2016 18:11,2/12/2016 18:17,1,0.9,-73.96564484,40.80040359,1,Y,-73.96929169,40.79031372,2,5.5,1,0.5,0,0,0.3,7.3,,
1,2/8/2016 22:37,2/8/2016 22:50,3,4,-73.9792099,40.76521683,1,Y,-73.96224213,40.8022995,1,14.5,0.5,0.5,2,0,0.3,17.8,,
1,2/17/2016 13:25,2/17/2016 14:15,1,17,-73.8698349,40.77275848,1,Y,-74.01617432,40.7150116,1,54,0,0.5,9.66,5.54,0.3,70,,
1,2/3/2016 18:31,2/3/2016 18:33,2,0.4,-73.98990631,40.76728821,1,Y,-73.9834671,40.76803207,1,4,1,0.5,1.15,0,0.3,6.95,,
1,2/16/2016 19:03,2/16/2016 19:27,2,4,-73.96266174,40.76689529,1,Y,-73.92756653,40.76980591,4,16,1,0.5,0,0,0.3,17.8,,
1,2/13/2016 17:24,2/13/2016 17:34,4,1.1,-73.97861481,40.77294159,1,Y,-73.98471832,40.76098633,2,8,0,0.5,0,0,0.3,8.8,,
1,2/20/2016 14:42,2/20/2016 14:46,1,1,-73.99158478,40.75998306,1,Y,-74.00114441,40.74675369,1,5.5,0,0.5,1.25,0,0.3,7.55,,
